description;date;time;duration_s;frequency;min;max;avg
balkon-24h-1m;20-11-2024;11:3:13;60;433920000;0.00058586;0.00196204;0.000946652
balkon-24h-1m;20-11-2024;11:4:28;60;433920000;0.000642567;0.00160392;0.000971921
balkon-24h-1m;20-11-2024;11:5:43;60;433920000;0.000668522;0.00160844;0.000980593
balkon-24h-1m;20-11-2024;11:6:58;60;433920000;0.000717224;0.00161947;0.000985875
balkon-24h-1m;20-11-2024;11:8:13;60;433920000;0.000725891;0.00174026;0.0010229
balkon-24h-1m;20-11-2024;11:9:28;60;433920000;0.000701066;0.00391889;0.00110122
balkon-24h-1m;20-11-2024;11:10:43;60;433920000;0.00070464;0.00180546;0.000962293
balkon-24h-1m;20-11-2024;11:11:58;60;433920000;0.000739719;0.0182725;0.00366161
balkon-24h-1m;20-11-2024;11:13:13;60;433920000;0.000711468;0.00216774;0.00105796
balkon-24h-1m;20-11-2024;11:14:28;60;433920000;0.000694373;0.00187168;0.0010085
balkon-24h-1m;20-11-2024;11:15:43;60;433920000;0.000715758;0.00190676;0.000982917
balkon-24h-1m;20-11-2024;11:16:58;60;433920000;0.000739281;0.00188884;0.0010255
balkon-24h-1m;20-11-2024;11:18:13;60;433920000;0.000693079;0.00169338;0.000991289
balkon-24h-1m;20-11-2024;11:19:28;60;433920000;0.000693779;0.00210252;0.0010635
balkon-24h-1m;20-11-2024;11:20:43;60;433920000;0.000727979;0.00170612;0.00105925
balkon-24h-1m;20-11-2024;11:21:58;60;433920000;0.000721649;0.00171737;0.0010976
balkon-24h-1m;20-11-2024;11:23:13;60;433920000;0.00071659;0.00186443;0.00111803
balkon-24h-1m;20-11-2024;11:24:28;60;433920000;0.000718126;0.00183994;0.00108227
balkon-24h-1m;20-11-2024;11:25:43;60;433920000;0.000699991;0.00203943;0.00104776
balkon-24h-1m;20-11-2024;11:26:58;60;433920000;0.000710835;0.0017269;0.00106176
balkon-24h-1m;20-11-2024;11:28:13;60;433920000;0.000722589;0.00227335;0.00114452
balkon-24h-1m;20-11-2024;11:29:28;60;433920000;0.000728733;0.00168678;0.00109509
balkon-24h-1m;20-11-2024;11:30:43;60;433920000;0.000680439;0.00170258;0.0010337
balkon-24h-1m;20-11-2024;11:31:58;60;433920000;0.000696192;0.0165645;0.00209341
balkon-24h-1m;20-11-2024;11:33:13;60;433920000;0.000597124;0.00306747;0.00113781
balkon-24h-1m;20-11-2024;11:34:28;60;433920000;0.000683815;0.00171055;0.00107849
balkon-24h-1m;20-11-2024;11:35:43;60;433920000;0.000577953;0.00264912;0.000953026
balkon-24h-1m;20-11-2024;11:36:58;60;433920000;0.000604232;0.00175133;0.000908486
balkon-24h-1m;20-11-2024;11:38:13;60;433920000;0.000566676;0.00154412;0.000887705
balkon-24h-1m;20-11-2024;11:39:28;60;433920000;0.000569674;0.00200506;0.000868233
balkon-24h-1m;20-11-2024;11:40:43;60;433920000;0.000585129;0.00170301;0.000890142
balkon-24h-1m;20-11-2024;11:41:58;60;433920000;0.000606387;0.0016473;0.000927676
balkon-24h-1m;20-11-2024;11:43:13;60;433920000;0.000592736;0.0016094;0.000885165
balkon-24h-1m;20-11-2024;11:44:28;60;433920000;0.000552914;0.00172167;0.000832557
balkon-24h-1m;20-11-2024;11:45:43;60;433920000;0.000603343;0.0037877;0.00101067
balkon-24h-1m;20-11-2024;11:46:58;60;433920000;0.000627371;0.00192898;0.000975844
balkon-24h-1m;20-11-2024;11:48:13;60;433920000;0.00062534;0.00181977;0.00104996
balkon-24h-1m;20-11-2024;11:49:28;60;433920000;0.000662516;0.00205565;0.00103894
balkon-24h-1m;20-11-2024;11:50:43;60;433920000;0.000603568;0.00232;0.00102885
balkon-24h-1m;20-11-2024;11:51:58;60;433920000;0.000620457;0.00171393;0.000917731
balkon-24h-1m;20-11-2024;11:53:13;60;433920000;0.000635996;0.00165141;0.000930612
balkon-24h-1m;20-11-2024;11:54:28;60;433920000;0.000623969;0.00164179;0.000939896
balkon-24h-1m;20-11-2024;11:55:43;60;433920000;0.000668308;0.00179822;0.000979839
balkon-24h-1m;20-11-2024;11:56:58;60;433920000;0.00066197;0.00177891;0.00095719
balkon-24h-1m;20-11-2024;11:58:13;60;433920000;0.000623049;0.00177157;0.000925348
balkon-24h-1m;20-11-2024;11:59:28;60;433920000;0.000621902;0.00163357;0.000880385
balkon-24h-1m;20-11-2024;12:0:43;60;433920000;0.000570006;0.00172701;0.000899187
balkon-24h-1m;20-11-2024;12:1:58;60;433920000;0.000542111;0.00156088;0.000887976
balkon-24h-1m;20-11-2024;12:3:13;60;433920000;0.000636918;0.00161297;0.000919523
balkon-24h-1m;20-11-2024;12:4:28;60;433920000;0.000659014;0.00158732;0.000921705
