description;date;time;duration_s;frequnecy;min;max;avg
balkon-24h-1h;22-11-2024;4:17:12;60;433920000;0.000637737;0.00227376;0.000886874
balkon-24h-1h;22-11-2024;4:18:27;60;433920000;0.000631804;0.0022098;0.000893682
balkon-24h-1h;22-11-2024;4:19:42;60;433920000;0.000631633;0.00221048;0.000883317
balkon-24h-1h;22-11-2024;4:20:57;60;433920000;0.000626165;0.00227963;0.00086679
balkon-24h-1h;22-11-2024;4:22:12;60;433920000;0.000603224;0.00225734;0.000866617
balkon-24h-1h;22-11-2024;4:23:27;60;433920000;0.00062456;0.00234928;0.000882587
balkon-24h-1h;22-11-2024;4:24:42;60;433920000;0.000628792;0.00225143;0.000875875
balkon-24h-1h;22-11-2024;4:25:57;60;433920000;0.000625896;0.00225805;0.000881003
balkon-24h-1h;22-11-2024;4:27:12;60;433920000;0.000635962;0.00239056;0.000895301
balkon-24h-1h;22-11-2024;4:28:27;60;433920000;0.000635771;0.00244907;0.000873229
balkon-24h-1h;22-11-2024;4:29:42;60;433920000;0.000635091;0.00287245;0.000886917
balkon-24h-1h;22-11-2024;4:30:57;60;433920000;0.000627994;0.0023047;0.000901425
balkon-24h-1h;22-11-2024;4:32:12;60;433920000;0.000632697;0.00227883;0.000916604
balkon-24h-1h;22-11-2024;4:33:27;60;433920000;0.000639323;0.00233147;0.000903497
balkon-24h-1h;22-11-2024;4:34:42;60;433920000;0.00065877;0.00228654;0.000938705
balkon-24h-1h;22-11-2024;4:35:58;60;433920000;0.000665108;0.00241522;0.000926079
balkon-24h-1h;22-11-2024;4:37:13;60;433920000;0.000664319;0.00228441;0.000934648
balkon-24h-1h;22-11-2024;4:38:28;60;433920000;0.000657069;0.00231658;0.000955757
balkon-24h-1h;22-11-2024;4:39:43;60;433920000;0.000659388;0.00229834;0.000945794
balkon-24h-1h;22-11-2024;4:40:58;60;433920000;0.000644566;0.00239937;0.000925153
balkon-24h-1h;22-11-2024;4:42:13;60;433920000;0.000655951;0.00250844;0.000956063
balkon-24h-1h;22-11-2024;4:43:28;60;433920000;0.000658485;0.00235593;0.000931286
balkon-24h-1h;22-11-2024;4:44:43;60;433920000;0.000655385;0.00242791;0.000927432
balkon-24h-1h;22-11-2024;4:45:58;60;433920000;0.000653624;0.00228815;0.000943185
balkon-24h-1h;22-11-2024;4:47:13;60;433920000;0.000653565;0.0023649;0.000910604
balkon-24h-1h;22-11-2024;4:48:28;60;433920000;0.000657862;0.00260943;0.000914253
balkon-24h-1h;22-11-2024;4:49:43;60;433920000;0.000647229;0.0024181;0.000929557
balkon-24h-1h;22-11-2024;4:50:58;60;433920000;0.000637361;0.00231426;0.000917538
balkon-24h-1h;22-11-2024;4:52:13;60;433920000;0.000653205;0.00241858;0.000918158
balkon-24h-1h;22-11-2024;4:53:28;60;433920000;0.000652421;0.00227131;0.000930893
balkon-24h-1h;22-11-2024;4:54:43;60;433920000;0.000649522;0.00239801;0.000927363
balkon-24h-1h;22-11-2024;4:55:58;60;433920000;0.000657861;0.0024593;0.000979814
balkon-24h-1h;22-11-2024;4:57:13;60;433920000;0.000651344;0.0023383;0.000933566
balkon-24h-1h;22-11-2024;4:58:28;60;433920000;0.000649158;0.00232713;0.000912965
balkon-24h-1h;22-11-2024;4:59:43;60;433920000;0.000649348;0.00240086;0.000910701
balkon-24h-1h;22-11-2024;5:0:58;60;433920000;0.000643123;0.00232041;0.000893686
balkon-24h-1h;22-11-2024;5:2:13;60;433920000;0.000655164;0.00227608;0.000922095
balkon-24h-1h;22-11-2024;5:3:28;60;433920000;0.000659747;0.00226048;0.000936245
balkon-24h-1h;22-11-2024;5:4:43;60;433920000;0.000664731;0.00232014;0.000942811
balkon-24h-1h;22-11-2024;5:5:58;60;433920000;0.000661781;0.00247574;0.000928087
balkon-24h-1h;22-11-2024;5:7:13;60;433920000;0.000659197;0.00234075;0.000935058
balkon-24h-1h;22-11-2024;5:8:28;60;433920000;0.000639403;0.00238021;0.000940077
balkon-24h-1h;22-11-2024;5:9:43;60;433920000;0.000635097;0.00242781;0.000939873
balkon-24h-1h;22-11-2024;5:10:58;60;433920000;0.000636589;0.00235655;0.000927977
balkon-24h-1h;22-11-2024;5:12:13;60;433920000;0.000647937;0.0023423;0.000937454
balkon-24h-1h;22-11-2024;5:13:28;60;433920000;0.000644949;0.00235295;0.000922862
balkon-24h-1h;22-11-2024;5:14:43;60;433920000;0.000648924;0.00239275;0.000933755
balkon-24h-1h;22-11-2024;5:15:58;60;433920000;0.000650439;0.00232887;0.000945566
balkon-24h-1h;22-11-2024;5:17:13;60;433920000;0.000648913;0.00257523;0.000919207
balkon-24h-1h;22-11-2024;5:18:28;60;433920000;0.000654392;0.0324008;0.00307333
balkon-24h-1h;22-11-2024;5:19:43;60;433920000;0.000643269;0.00416849;0.000986962
balkon-24h-1h;22-11-2024;5:20:58;60;433920000;0.00063978;0.00248897;0.000902906
balkon-24h-1h;22-11-2024;5:22:13;60;433920000;0.000654044;0.0220176;0.00151697
balkon-24h-1h;22-11-2024;5:23:28;60;433920000;0.000636177;0.00226748;0.000927649
balkon-24h-1h;22-11-2024;5:24:43;60;433920000;0.000599944;0.00241745;0.000891604
balkon-24h-1h;22-11-2024;5:25:58;60;433920000;0.000610121;0.00309597;0.00100827
balkon-24h-1h;22-11-2024;5:27:13;60;433920000;0.000652784;0.00244003;0.00091969
balkon-24h-1h;22-11-2024;5:28:28;60;433920000;0.000654161;0.00231912;0.000913892
balkon-24h-1h;22-11-2024;5:29:43;60;433920000;0.000651105;0.0023504;0.000911282
balkon-24h-1h;22-11-2024;5:30:58;60;433920000;0.000644576;0.0023531;0.000920948
balkon-24h-1h;22-11-2024;5:32:13;60;433920000;0.000644298;0.00232798;0.000917443
balkon-24h-1h;22-11-2024;5:33:28;60;433920000;0.000647367;0.00240876;0.000939748
balkon-24h-1h;22-11-2024;5:34:43;60;433920000;0.000649998;0.00246545;0.00093424
balkon-24h-1h;22-11-2024;5:35:58;60;433920000;0.000643948;0.00241383;0.000940788
balkon-24h-1h;22-11-2024;5:37:13;60;433920000;0.000643907;0.00262668;0.000945888
balkon-24h-1h;22-11-2024;5:38:28;60;433920000;0.000650492;0.00248971;0.000940159
balkon-24h-1h;22-11-2024;5:39:43;60;433920000;0.000623529;0.00228695;0.000936343
balkon-24h-1h;22-11-2024;5:40:58;60;433920000;0.000627352;0.0023272;0.000908048
balkon-24h-1h;22-11-2024;5:42:13;60;433920000;0.000642568;0.00236704;0.000911189
balkon-24h-1h;22-11-2024;5:43:28;60;433920000;0.000646325;0.00233415;0.00097405
balkon-24h-1h;22-11-2024;5:44:43;60;433920000;0.000648447;0.00245401;0.000942849
balkon-24h-1h;22-11-2024;5:45:58;60;433920000;0.000647622;0.0024734;0.000975838
balkon-24h-1h;22-11-2024;5:47:13;60;433920000;0.000635573;0.00430338;0.00108511
balkon-24h-1h;22-11-2024;5:48:28;60;433920000;0.000649105;0.00253989;0.000921819
balkon-24h-1h;22-11-2024;5:49:43;60;433920000;0.00064037;0.00234024;0.000923738
balkon-24h-1h;22-11-2024;5:50:58;60;433920000;0.00064053;0.0052033;0.00125593
balkon-24h-1h;22-11-2024;5:52:13;60;433920000;0.000648365;0.004322;0.00102737
balkon-24h-1h;22-11-2024;5:53:28;60;433920000;0.000647336;0.010616;0.0013445
balkon-24h-1h;22-11-2024;5:54:43;60;433920000;0.000631174;0.00233879;0.000927293
balkon-24h-1h;22-11-2024;5:55:58;60;433920000;0.000641251;0.00228785;0.000910022
balkon-24h-1h;22-11-2024;5:57:13;60;433920000;0.000593517;0.00229225;0.000914339
balkon-24h-1h;22-11-2024;5:58:28;60;433920000;0.000613999;0.00531886;0.0011058
balkon-24h-1h;22-11-2024;5:59:43;60;433920000;0.000633313;0.00237761;0.000914632
balkon-24h-1h;22-11-2024;6:0:58;60;433920000;0.000593733;0.00230174;0.000934975
balkon-24h-1h;22-11-2024;6:2:13;60;433920000;0.000642051;0.00231426;0.000906508
balkon-24h-1h;22-11-2024;6:3:28;60;433920000;0.000631575;0.00233278;0.00088962
balkon-24h-1h;22-11-2024;6:4:43;60;433920000;0.000643343;0.00233936;0.000906448
balkon-24h-1h;22-11-2024;6:5:58;60;433920000;0.0006425;0.0371246;0.00413383
balkon-24h-1h;22-11-2024;6:7:13;60;433920000;0.000642913;0.00723506;0.00114829
balkon-24h-1h;22-11-2024;6:8:28;60;433920000;0.000636368;0.00390202;0.000976762
balkon-24h-1h;22-11-2024;6:9:43;60;433920000;0.000634464;0.00217938;0.000913083
balkon-24h-1h;22-11-2024;6:10:58;60;433920000;0.000631514;0.00230257;0.000937577
balkon-24h-1h;22-11-2024;6:12:13;60;433920000;0.000634396;0.00336264;0.00111979
balkon-24h-1h;22-11-2024;6:13:28;60;433920000;0.000649944;0.00229115;0.000964108
balkon-24h-1h;22-11-2024;6:14:43;60;433920000;0.000655071;0.0025106;0.0009568
balkon-24h-1h;22-11-2024;6:15:58;60;433920000;0.000655262;0.0171087;0.00190933
balkon-24h-1h;22-11-2024;6:17:13;60;433920000;0.000649051;0.00955433;0.00115646
balkon-24h-1h;22-11-2024;6:18:28;60;433920000;0.000639835;0.00234704;0.000875287
balkon-24h-1h;22-11-2024;6:19:43;60;433920000;0.000696357;0.00717956;0.00116508
balkon-24h-1h;22-11-2024;6:20:58;60;433920000;0.000713358;0.00256504;0.00101017
balkon-24h-1h;22-11-2024;6:22:13;60;433920000;0.000632109;0.00248579;0.000967111
balkon-24h-1h;22-11-2024;6:23:28;60;433920000;0.000673918;0.00235809;0.000990899
balkon-24h-1h;22-11-2024;6:24:43;60;433920000;0.000694786;0.00404301;0.00103351
balkon-24h-1h;22-11-2024;6:25:58;60;433920000;0.000686166;0.0234086;0.00192906
balkon-24h-1h;22-11-2024;6:27:13;60;433920000;0.000647918;0.00297568;0.00105648
balkon-24h-1h;22-11-2024;6:28:28;60;433920000;0.000669354;0.0201827;0.0018345
balkon-24h-1h;22-11-2024;6:29:43;60;433920000;0.0006618;0.00233208;0.000992164
balkon-24h-1h;22-11-2024;6:30:58;60;433920000;0.000639716;0.00234379;0.000967255
balkon-24h-1h;22-11-2024;6:32:13;60;433920000;0.000636533;0.00297367;0.000965757
balkon-24h-1h;22-11-2024;6:33:28;60;433920000;0.00064064;0.00852627;0.00118416
balkon-24h-1h;22-11-2024;6:34:43;60;433920000;0.00063423;0.002408;0.000943117
balkon-24h-1h;22-11-2024;6:35:58;60;433920000;0.000629469;0.00226614;0.000915324
balkon-24h-1h;22-11-2024;6:37:13;60;433920000;0.000617909;0.00226395;0.000889709
balkon-24h-1h;22-11-2024;6:38:28;60;433920000;0.000632107;0.0024214;0.000917698
balkon-24h-1h;22-11-2024;6:39:43;60;433920000;0.000640417;0.00241138;0.000914513
balkon-24h-1h;22-11-2024;6:40:58;60;433920000;0.000624536;0.00233274;0.000933178
balkon-24h-1h;22-11-2024;6:42:13;60;433920000;0.000641866;0.00251836;0.000947994
balkon-24h-1h;22-11-2024;6:43:28;60;433920000;0.000658371;0.00238189;0.000961658
balkon-24h-1h;22-11-2024;6:44:43;60;433920000;0.000698735;0.00434507;0.00108877
balkon-24h-1h;22-11-2024;6:45:58;60;433920000;0.000688964;0.0025541;0.000971971
balkon-24h-1h;22-11-2024;6:47:13;60;433920000;0.00067486;0.0037;0.00100527
balkon-24h-1h;22-11-2024;6:48:28;60;433920000;0.000673822;0.0186557;0.00249119
balkon-24h-1h;22-11-2024;6:49:43;60;433920000;0.000669455;0.00238506;0.000931412
balkon-24h-1h;22-11-2024;6:50:58;60;433920000;0.000690702;0.00273872;0.0011925
balkon-24h-1h;22-11-2024;6:52:13;60;433920000;0.00093317;0.00285881;0.00122498
balkon-24h-1h;22-11-2024;6:53:29;60;433920000;0.000928387;0.00899875;0.00166896
balkon-24h-1h;22-11-2024;6:54:44;60;433920000;0.000894727;0.00275336;0.0011693
balkon-24h-1h;22-11-2024;6:55:59;60;433920000;0.000899893;0.00268309;0.00116222
balkon-24h-1h;22-11-2024;6:57:14;60;433920000;0.000879591;0.00279116;0.0011885
balkon-24h-1h;22-11-2024;6:58:29;60;433920000;0.000802184;0.00273597;0.00114165
balkon-24h-1h;22-11-2024;6:59:44;60;433920000;0.000879427;0.00276559;0.00120415
balkon-24h-1h;22-11-2024;7:0:59;60;433920000;0.000786993;0.00288427;0.00119448
balkon-24h-1h;22-11-2024;7:2:14;60;433920000;0.000864583;0.00337668;0.00116432
balkon-24h-1h;22-11-2024;7:3:29;60;433920000;0.000792057;0.00287552;0.00116845
balkon-24h-1h;22-11-2024;7:4:44;60;433920000;0.000822109;0.00275441;0.00118847
balkon-24h-1h;22-11-2024;7:5:59;60;433920000;0.000878086;0.00293519;0.00117678
balkon-24h-1h;22-11-2024;7:7:14;60;433920000;0.00085007;0.00281792;0.00117642
balkon-24h-1h;22-11-2024;7:8:29;60;433920000;0.00084723;0.00304492;0.00118752
balkon-24h-1h;22-11-2024;7:9:44;60;433920000;0.000767735;0.00283579;0.00117811
balkon-24h-1h;22-11-2024;7:10:59;60;433920000;0.000818055;0.00285657;0.00116448
balkon-24h-1h;22-11-2024;7:12:14;60;433920000;0.00082029;0.00294005;0.00115167
balkon-24h-1h;22-11-2024;7:13:29;60;433920000;0.000840479;0.00283804;0.00116661
balkon-24h-1h;22-11-2024;7:14:44;60;433920000;0.000789199;0.00269669;0.0011612
balkon-24h-1h;22-11-2024;7:15:59;60;433920000;0.000786094;0.00288142;0.00115491
balkon-24h-1h;22-11-2024;7:17:14;60;433920000;0.000849079;0.00284811;0.00118934
balkon-24h-1h;22-11-2024;7:18:29;60;433920000;0.000819829;0.0029767;0.00114287
balkon-24h-1h;22-11-2024;7:19:44;60;433920000;0.000767259;0.00274103;0.00112873
balkon-24h-1h;22-11-2024;7:20:59;60;433920000;0.000785996;0.00259443;0.00107605
balkon-24h-1h;22-11-2024;7:22:14;60;433920000;0.000795553;0.00506715;0.00128865
balkon-24h-1h;22-11-2024;7:23:29;60;433920000;0.000791152;0.00245948;0.00107251
balkon-24h-1h;22-11-2024;7:24:44;60;433920000;0.000788401;0.00237356;0.00107758
balkon-24h-1h;22-11-2024;7:25:59;60;433920000;0.00077593;0.0031651;0.00104851
balkon-24h-1h;22-11-2024;7:27:14;60;433920000;0.000780859;0.00247973;0.00105778
balkon-24h-1h;22-11-2024;7:28:29;60;433920000;0.000803717;0.00243536;0.00109071
balkon-24h-1h;22-11-2024;7:29:44;60;433920000;0.000815654;0.0062087;0.00147759
balkon-24h-1h;22-11-2024;7:30:59;60;433920000;0.000789496;0.00265747;0.0011486
balkon-24h-1h;22-11-2024;7:32:14;60;433920000;0.000803983;0.00257152;0.00113888
balkon-24h-1h;22-11-2024;7:33:29;60;433920000;0.000795437;0.00255948;0.00111333
balkon-24h-1h;22-11-2024;7:34:44;60;433920000;0.00076257;0.00262647;0.00106734
balkon-24h-1h;22-11-2024;7:35:59;60;433920000;0.000780335;0.00579478;0.00132224
balkon-24h-1h;22-11-2024;7:37:14;60;433920000;0.000742416;0.00555511;0.00117485
balkon-24h-1h;22-11-2024;7:38:29;60;433920000;0.000717215;0.0177974;0.00163546
balkon-24h-1h;22-11-2024;7:39:44;60;433920000;0.000794395;0.00260135;0.00111512
balkon-24h-1h;22-11-2024;7:40:59;60;433920000;0.000750753;0.0027825;0.00114506
balkon-24h-1h;22-11-2024;7:42:14;60;433920000;0.000756835;0.00282844;0.00106166
balkon-24h-1h;22-11-2024;7:43:29;60;433920000;0.000758687;0.00242897;0.00109881
balkon-24h-1h;22-11-2024;7:44:44;60;433920000;0.000708788;0.00597338;0.00116662
balkon-24h-1h;22-11-2024;7:45:59;60;433920000;0.000712718;0.00252232;0.00106474
balkon-24h-1h;22-11-2024;7:47:14;60;433920000;0.000719261;0.00257688;0.00102912
balkon-24h-1h;22-11-2024;7:48:29;60;433920000;0.000707496;0.00262719;0.00109263
balkon-24h-1h;22-11-2024;7:49:44;60;433920000;0.000676251;0.00270941;0.00101886
balkon-24h-1h;22-11-2024;7:50:59;60;433920000;0.000701658;0.00235448;0.00100533
balkon-24h-1h;22-11-2024;7:52:14;60;433920000;0.000735981;0.00227381;0.000972545
balkon-24h-1h;22-11-2024;7:53:29;60;433920000;0.000740823;0.00233582;0.000999603
balkon-24h-1h;22-11-2024;7:54:44;60;433920000;0.000729046;0.00248299;0.0010316
balkon-24h-1h;22-11-2024;7:55:59;60;433920000;0.000728675;0.00228558;0.00100808
balkon-24h-1h;22-11-2024;7:57:14;60;433920000;0.00074765;0.00228043;0.00101248
balkon-24h-1h;22-11-2024;7:58:29;60;433920000;0.000745713;0.00243332;0.00106327
balkon-24h-1h;22-11-2024;7:59:44;60;433920000;0.000713441;0.00240983;0.00104317
balkon-24h-1h;22-11-2024;8:0:59;60;433920000;0.000705279;0.00243104;0.00107226
balkon-24h-1h;22-11-2024;8:2:14;60;433920000;0.000741389;0.00338732;0.00115546
balkon-24h-1h;22-11-2024;8:3:29;60;433920000;0.000720505;0.0025022;0.00108306
balkon-24h-1h;22-11-2024;8:4:44;60;433920000;0.000753039;0.00231819;0.00103312
balkon-24h-1h;22-11-2024;8:5:59;60;433920000;0.000734927;0.0487712;0.00600459
balkon-24h-1h;22-11-2024;8:7:14;60;433920000;0.000771897;0.00251607;0.00106851
balkon-24h-1h;22-11-2024;8:8:29;60;433920000;0.00063369;0.00331487;0.00114358
balkon-24h-1h;22-11-2024;8:9:44;60;433920000;0.000619141;0.00225742;0.000925173
balkon-24h-1h;22-11-2024;8:10:59;60;433920000;0.000612774;0.00222479;0.00089809
balkon-24h-1h;22-11-2024;8:12:14;60;433920000;0.000612759;0.00281689;0.000996035
balkon-24h-1h;22-11-2024;8:13:29;60;433920000;0.000637097;0.00213335;0.000934045
balkon-24h-1h;22-11-2024;8:14:44;60;433920000;0.000609269;0.00239053;0.000925803
balkon-24h-1h;22-11-2024;8:15:59;60;433920000;0.000625899;0.00230601;0.000949731
balkon-24h-1h;22-11-2024;8:17:14;60;433920000;0.000639017;0.00255894;0.000972268
balkon-24h-1h;22-11-2024;8:18:29;60;433920000;0.000671004;0.0043122;0.00107078
balkon-24h-1h;22-11-2024;8:19:44;60;433920000;0.000657925;0.00322709;0.00103275
balkon-24h-1h;22-11-2024;8:20:59;60;433920000;0.000628939;0.00232137;0.00097018
balkon-24h-1h;22-11-2024;8:22:14;60;433920000;0.000643444;0.00225181;0.000957335
balkon-24h-1h;22-11-2024;8:23:29;60;433920000;0.000604383;0.00230732;0.000932428
balkon-24h-1h;22-11-2024;8:24:44;60;433920000;0.000623068;0.00229504;0.000964273
balkon-24h-1h;22-11-2024;8:25:59;60;433920000;0.00059503;0.00242335;0.000949246
balkon-24h-1h;22-11-2024;8:27:14;60;433920000;0.000623388;0.00240612;0.000936642
balkon-24h-1h;22-11-2024;8:28:29;60;433920000;0.000607484;0.00254745;0.000991281
balkon-24h-1h;22-11-2024;8:29:44;60;433920000;0.000614953;0.00232558;0.000937373
balkon-24h-1h;22-11-2024;8:30:59;60;433920000;0.00054987;0.00217209;0.000851233
balkon-24h-1h;22-11-2024;8:32:14;60;433920000;0.000546508;0.00217983;0.000855077
balkon-24h-1h;22-11-2024;8:33:29;60;433920000;0.000551096;0.00225103;0.000900473
balkon-24h-1h;22-11-2024;8:34:44;60;433920000;0.000567802;0.00272343;0.00108066
balkon-24h-1h;22-11-2024;8:35:59;60;433920000;0.000540345;0.00255204;0.000927028
balkon-24h-1h;22-11-2024;8:37:14;60;433920000;0.000596266;0.00242249;0.000862805
balkon-24h-1h;22-11-2024;8:38:29;60;433920000;0.000527187;0.00232039;0.000883524
balkon-24h-1h;22-11-2024;8:39:44;60;433920000;0.00059045;0.00230764;0.000907825
balkon-24h-1h;22-11-2024;8:40:59;60;433920000;0.000575998;0.00232234;0.000976993
balkon-24h-1h;22-11-2024;8:42:14;60;433920000;0.0006435;0.00467254;0.00106586
balkon-24h-1h;22-11-2024;8:43:29;60;433920000;0.000535042;0.0266597;0.00177567
balkon-24h-1h;22-11-2024;8:44:44;60;433920000;0.000553149;0.00203714;0.00086551
balkon-24h-1h;22-11-2024;8:45:59;60;433920000;0.00058812;0.0213439;0.00178267
balkon-24h-1h;22-11-2024;8:47:14;60;433920000;0.000555933;0.0560741;0.00258353
balkon-24h-1h;22-11-2024;8:48:29;60;433920000;0.000572903;0.00281543;0.000921004
balkon-24h-1h;22-11-2024;8:49:44;60;433920000;0.000565266;0.0022008;0.00092653
balkon-24h-1h;22-11-2024;8:50:59;60;433920000;0.0006453;0.00256381;0.000985714
balkon-24h-1h;22-11-2024;8:52:14;60;433920000;0.000647546;0.00193202;0.000873277
balkon-24h-1h;22-11-2024;8:53:29;60;433920000;0.000614442;0.00212292;0.000884114
balkon-24h-1h;22-11-2024;8:54:44;60;433920000;0.000607811;0.00208583;0.000901809
balkon-24h-1h;22-11-2024;8:55:59;60;433920000;0.000589621;0.00216387;0.000900588
balkon-24h-1h;22-11-2024;8:57:14;60;433920000;0.000601137;0.00212453;0.00086276
balkon-24h-1h;22-11-2024;8:58:29;60;433920000;0.000564796;0.00204059;0.000859944
balkon-24h-1h;22-11-2024;8:59:44;60;433920000;0.000552888;0.00196327;0.000839865
balkon-24h-1h;22-11-2024;9:0:59;60;433920000;0.000636645;0.00221177;0.000862233
balkon-24h-1h;22-11-2024;9:2:14;60;433920000;0.000634573;0.00227043;0.00088194
balkon-24h-1h;22-11-2024;9:3:29;60;433920000;0.00062916;0.00222136;0.000922328
balkon-24h-1h;22-11-2024;9:4:44;60;433920000;0.000612681;0.00205232;0.000852961
balkon-24h-1h;22-11-2024;9:5:59;60;433920000;0.000550465;0.00226611;0.000849467
balkon-24h-1h;22-11-2024;9:7:14;60;433920000;0.000547323;0.00216651;0.000824412
balkon-24h-1h;22-11-2024;9:8:29;60;433920000;0.000615034;0.00222855;0.000873731
balkon-24h-1h;22-11-2024;9:9:45;60;433920000;0.000591181;0.00221637;0.000894223
balkon-24h-1h;22-11-2024;9:11:0;60;433920000;0.000586874;0.00216574;0.000885096
balkon-24h-1h;22-11-2024;9:12:15;60;433920000;0.000572978;0.00226201;0.000925336
balkon-24h-1h;22-11-2024;9:13:30;60;433920000;0.00058118;0.00209001;0.000870035
balkon-24h-1h;22-11-2024;9:14:45;60;433920000;0.000569435;0.0021376;0.000879006
balkon-24h-1h;22-11-2024;9:16:0;60;433920000;0.000595275;0.00220518;0.000880861
balkon-24h-1h;22-11-2024;9:17:15;60;433920000;0.00058445;0.00264538;0.000914719
balkon-24h-1h;22-11-2024;9:18:30;60;433920000;0.000575788;0.00222796;0.000902712
balkon-24h-1h;22-11-2024;9:19:45;60;433920000;0.000620192;0.0179157;0.00179706
balkon-24h-1h;22-11-2024;9:21:0;60;433920000;0.00059884;0.00673292;0.000899168
balkon-24h-1h;22-11-2024;9:22:15;60;433920000;0.000612712;0.00221481;0.000896913
balkon-24h-1h;22-11-2024;9:23:30;60;433920000;0.000616069;0.00222893;0.000939275
balkon-24h-1h;22-11-2024;9:24:45;60;433920000;0.000615854;0.0113394;0.00128843
balkon-24h-1h;22-11-2024;9:26:0;60;433920000;0.000585344;0.00789256;0.0011102
balkon-24h-1h;22-11-2024;9:27:15;60;433920000;0.000549593;0.002222;0.000835178
balkon-24h-1h;22-11-2024;9:28:30;60;433920000;0.000555501;0.00222276;0.000828891
balkon-24h-1h;22-11-2024;9:29:45;60;433920000;0.000617794;0.00221547;0.000883908
balkon-24h-1h;22-11-2024;9:31:0;60;433920000;0.000561131;0.00390128;0.000864069
balkon-24h-1h;22-11-2024;9:32:15;60;433920000;0.00058894;0.00213042;0.000860816
balkon-24h-1h;22-11-2024;9:33:30;60;433920000;0.000616655;0.00286368;0.00101704
balkon-24h-1h;22-11-2024;9:34:45;60;433920000;0.00065021;0.00235112;0.000971758
balkon-24h-1h;22-11-2024;9:36:0;60;433920000;0.000658956;0.00229634;0.000959015
balkon-24h-1h;22-11-2024;9:37:15;60;433920000;0.000643422;0.00980953;0.00149715
balkon-24h-1h;22-11-2024;9:38:30;60;433920000;0.000662541;0.00242141;0.000994178
balkon-24h-1h;22-11-2024;9:39:45;60;433920000;0.000667507;0.0023362;0.000987224
balkon-24h-1h;22-11-2024;9:41:0;60;433920000;0.000645034;0.00681757;0.00120856
balkon-24h-1h;22-11-2024;9:42:15;60;433920000;0.000680125;0.0234693;0.00208843
balkon-24h-1h;22-11-2024;9:43:30;60;433920000;0.000660942;0.00296242;0.000983598
balkon-24h-1h;22-11-2024;9:44:45;60;433920000;0.000667049;0.0247141;0.00202123
balkon-24h-1h;22-11-2024;9:46:0;60;433920000;0.000636798;0.00448841;0.00105823
balkon-24h-1h;22-11-2024;9:47:15;60;433920000;0.0007013;0.00481565;0.00114936
balkon-24h-1h;22-11-2024;9:48:30;60;433920000;0.000638224;0.00221639;0.000948637
balkon-24h-1h;22-11-2024;9:49:45;60;433920000;0.000629966;0.00417256;0.000993654
balkon-24h-1h;22-11-2024;9:51:0;60;433920000;0.000632113;0.00212381;0.000918134
balkon-24h-1h;22-11-2024;9:52:15;60;433920000;0.000632182;0.00220208;0.000917928
balkon-24h-1h;22-11-2024;9:53:30;60;433920000;0.000632061;0.00474493;0.000916701
balkon-24h-1h;22-11-2024;9:54:45;60;433920000;0.000641197;0.00253094;0.000934216
balkon-24h-1h;22-11-2024;9:56:0;60;433920000;0.00067195;0.00226461;0.00098652
